Education,Marital_Status,Income,Kidhome,Teenhome,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,Complain,Response,DaysSinceEnrolled,YearsSinceEnrolled,Age,AgeGroup,MntTotal,MntRegularProds,Children,HasChildren,AcceptedCmpTotal,HasAcceptedCmp,NumTotalPurchases
Graduation,Partner,56253.0,0,1,83,509,0,65,7,11,5,4,7,2,9,6,0,0,0,0,0,0,0,569,1,51,46-60,597,592,1,1,0,0,18
Graduation,Partner,19986.0,1,0,74,3,6,5,0,2,6,1,0,0,3,7,0,0,0,0,0,0,0,227,0,29,18-30,22,16,1,1,0,0,3
Graduation,Single,58330.0,0,1,87,445,53,213,104,98,151,1,6,4,13,4,0,0,0,0,0,0,0,186,0,39,31-45,1064,913,1,1,0,0,23
Basic,Partner,25965.0,0,0,29,2,2,11,41,7,11,1,2,0,3,8,0,0,0,0,0,0,0,660,1,34,31-45,74,63,0,0,0,0,5
Master,Partner,14661.0,0,0,88,4,1,11,6,2,2,1,1,0,3,6,0,0,0,0,0,0,0,544,1,58,46-60,26,24,0,0,0,0,4
Graduation,Partner,18690.0,0,0,77,6,1,7,23,4,19,1,1,1,2,8,0,0,0,0,0,0,0,548,1,55,46-60,60,41,0,0,0,0,4
PhD,Partner,45068.0,0,1,25,14,0,3,0,0,3,1,1,0,2,7,0,0,0,0,0,0,0,409,1,40,31-45,20,17,1,1,0,0,3
Basic,Single,21063.0,1,0,34,1,10,11,19,3,15,2,2,0,3,6,0,0,0,0,0,0,0,277,0,27,18-30,59,44,1,1,0,0,5
PhD,Partner,29187.0,1,0,43,26,0,6,0,0,2,1,1,0,3,8,0,0,0,0,0,0,0,416,1,46,46-60,34,32,1,1,0,0,4
2n Cycle,Partner,54690.0,1,1,76,111,16,37,7,9,18,3,3,1,5,3,0,0,0,0,0,0,0,234,0,43,31-45,198,180,2,1,0,0,9
PhD,Partner,59304.0,0,1,81,418,61,428,80,51,10,3,7,8,10,5,0,0,0,0,0,0,0,335,0,50,46-60,1048,1038,1,1,0,0,25
Master,Single,59247.0,0,2,87,327,9,122,19,14,83,5,5,2,9,6,0,0,0,0,0,0,0,233,0,52,46-60,574,491,2,1,0,0,16
Graduation,Single,66731.0,0,1,33,371,159,194,58,106,141,4,4,3,6,3,0,0,0,0,0,0,0,655,1,44,31-45,1029,888,1,1,0,0,13
Graduation,Partner,77353.0,0,1,38,275,59,107,69,101,59,2,6,4,8,4,0,0,0,0,0,0,0,195,0,34,31-45,670,611,1,1,0,0,18
PhD,Single,52614.0,0,1,63,789,0,142,12,9,38,2,2,4,8,8,0,0,0,0,0,0,0,575,1,39,31-45,990,952,1,1,0,0,14
Graduation,Partner,26751.0,2,0,26,1,1,5,0,3,1,1,1,0,2,8,0,0,0,0,0,0,0,38,0,40,31-45,11,10,2,1,0,0,3
PhD,Partner,81300.0,0,1,17,1004,12,145,32,12,36,3,10,3,5,5,0,0,0,1,0,0,1,607,1,51,46-60,1241,1205,1,1,1,1,18
Graduation,Single,70337.0,0,0,75,187,81,149,25,43,91,1,2,2,12,1,0,0,0,0,0,0,0,178,0,35,31-45,576,485,0,0,0,0,16
2n Cycle,Partner,36145.0,1,0,13,56,4,76,17,1,18,4,4,1,3,9,1,0,0,0,0,0,1,378,1,29,18-30,172,154,1,1,1,1,8
PhD,Single,65295.0,0,0,19,365,32,117,34,110,6,1,3,3,13,2,0,0,0,0,0,0,0,188,0,34,31-45,664,658,0,0,0,0,19
Graduation,Single,68118.0,0,1,51,595,23,123,10,23,154,2,8,9,4,6,0,0,0,0,0,0,0,254,0,51,46-60,928,774,1,1,0,0,21
Graduation,Single,68743.0,0,0,81,1132,134,384,175,134,115,1,11,5,13,7,0,0,0,0,0,0,0,668,1,47,46-60,2074,1959,0,0,0,0,29
2n Cycle,Partner,41039.0,0,0,32,34,11,137,179,61,45,1,8,1,5,8,0,0,0,0,0,0,0,339,0,32,31-45,467,422,0,0,0,0,14
Graduation,Partner,38946.0,0,1,84,116,6,82,6,6,41,2,3,1,6,5,0,0,0,0,0,0,0,248,0,59,46-60,257,216,1,1,0,0,10
Graduation,Partner,65777.0,0,0,87,565,32,435,28,32,54,1,2,8,6,1,0,0,0,0,0,0,0,192,0,47,46-60,1146,1092,0,0,0,0,16
PhD,Single,66476.0,0,1,99,372,18,126,47,48,78,2,5,2,11,4,0,0,0,0,0,0,0,479,1,38,31-45,689,611,1,1,0,0,18
PhD,Single,86857.0,0,0,96,899,102,838,133,102,40,1,5,6,10,2,0,0,0,0,0,0,1,655,1,42,31-45,2114,2074,0,0,0,0,21
PhD,Partner,77845.0,0,0,40,760,40,480,0,40,26,1,3,5,12,1,0,0,1,1,0,0,0,44,0,25,18-30,1346,1320,0,0,2,1,20
PhD,Partner,69476.0,0,0,3,260,86,559,63,9,67,1,4,6,4,2,0,0,0,0,0,0,0,272,0,45,31-45,1044,977,0,0,0,0,14
PhD,Single,50611.0,0,1,98,459,0,24,6,0,4,6,4,5,7,6,0,1,0,0,0,0,1,633,1,54,46-60,493,489,1,1,1,1,16
Graduation,Single,61209.0,0,0,73,466,0,224,119,49,99,1,5,3,4,2,0,0,0,0,0,0,0,308,0,44,31-45,957,858,0,0,0,0,12
Master,Partner,42315.0,0,1,90,67,15,80,17,11,80,3,1,4,4,3,0,0,0,0,0,0,0,352,0,56,46-60,270,190,1,1,0,0,9
Basic,Partner,13084.0,0,0,29,2,0,7,3,7,10,1,1,0,3,6,0,0,0,0,0,0,0,239,0,62,61+,29,19,0,0,0,0,4
Master,Single,47570.0,1,1,3,67,1,20,0,2,31,3,2,2,2,7,0,0,0,0,0,0,1,396,1,65,61+,121,90,2,1,0,0,6
Master,Partner,61923.0,0,2,94,92,4,18,3,3,6,1,2,1,4,3,0,0,0,0,0,0,0,338,0,53,46-60,126,120,2,1,0,0,7
Graduation,Single,34824.0,0,0,65,4,2,11,2,0,4,1,1,0,2,6,0,0,0,0,0,0,0,95,0,19,18-30,23,19,0,0,0,0,3
PhD,Single,26518.0,1,1,33,20,1,28,3,3,2,3,2,0,3,8,0,0,0,0,0,0,1,447,1,65,61+,57,55,2,1,0,0,5
Graduation,Single,45938.0,0,0,46,273,11,178,62,83,29,2,8,4,6,6,0,0,0,0,0,0,0,238,0,53,46-60,636,607,0,0,0,0,18
Graduation,Partner,78468.0,0,0,29,434,22,388,104,22,34,1,10,7,10,4,0,0,0,1,0,0,0,81,0,54,46-60,1004,970,0,0,1,1,27
Graduation,Single,78901.0,0,1,99,321,11,309,33,26,34,3,9,3,5,4,0,0,0,0,0,0,0,285,0,41,31-45,734,700,1,1,0,0,17
Graduation,Partner,71427.0,2,0,26,212,123,177,15,64,23,2,8,2,8,4,0,0,0,0,0,0,0,109,0,36,31-45,614,591,2,1,0,0,18
Graduation,Single,71022.0,0,1,30,909,12,278,0,12,242,3,5,2,11,8,1,0,0,0,0,0,0,138,0,36,31-45,1453,1211,1,1,1,1,18
Master,Single,90247.0,0,0,27,1184,32,352,21,16,16,1,3,4,7,1,0,1,1,1,0,0,1,61,0,26,18-30,1621,1605,0,0,3,1,14
Master,Single,41335.0,1,0,24,112,19,21,16,14,5,3,4,1,4,7,0,0,0,0,0,0,0,185,0,46,46-60,187,182,1,1,0,0,9
Graduation,Partner,71952.0,1,0,93,656,80,455,52,107,93,2,8,4,8,4,1,0,1,0,0,0,0,535,1,28,18-30,1443,1350,1,1,2,1,20
PhD,Single,35682.0,1,0,34,23,0,8,6,2,18,1,1,1,3,2,0,0,0,0,0,0,0,2,0,44,31-45,57,39,1,1,0,0,5
Graduation,Single,43185.0,0,1,88,537,6,42,16,6,30,2,9,3,6,8,0,0,0,0,0,0,0,445,1,63,61+,637,607,1,1,0,0,18
PhD,Partner,66375.0,0,1,96,712,0,45,0,0,191,3,2,4,5,7,1,0,0,0,0,0,0,220,0,66,61+,948,757,1,1,1,1,11
Master,Partner,35178.0,1,0,10,23,1,13,2,2,18,1,1,1,2,7,1,0,0,0,0,0,1,535,1,43,31-45,59,41,1,1,1,1,4
Graduation,Partner,25252.0,1,0,26,1,3,4,2,2,6,1,1,0,2,8,0,0,0,0,0,0,0,352,0,28,18-30,18,12,1,1,0,0,3
Master,Single,55250.0,0,1,49,664,58,83,32,0,66,4,7,5,10,5,0,0,0,0,0,0,0,616,1,49,46-60,903,837,1,1,0,0,22
Graduation,Single,33249.0,1,0,11,6,10,21,19,14,42,2,2,1,3,6,0,0,0,0,0,0,0,494,1,39,31-45,112,70,1,1,0,0,6
Graduation,Partner,58398.0,0,0,44,299,5,201,21,21,49,3,5,4,8,4,0,0,0,0,0,0,0,411,1,61,61+,596,547,0,0,0,0,17
Graduation,Partner,50272.0,1,0,75,99,13,66,43,8,4,3,4,1,5,7,0,0,0,0,0,0,0,326,0,32,31-45,233,229,1,1,0,0,10
PhD,Partner,76618.0,0,0,64,749,40,294,121,160,147,1,3,2,5,1,0,0,0,0,0,0,0,569,1,39,31-45,1511,1364,0,0,0,0,10
2n Cycle,Single,87305.0,0,0,19,345,25,501,63,138,80,1,5,3,8,2,0,0,1,0,0,0,1,644,1,54,46-60,1152,1072,0,0,1,1,16
Graduation,Partner,25851.0,1,0,45,9,4,18,7,5,5,2,2,0,3,7,0,0,0,0,0,0,0,503,1,36,31-45,48,43,1,1,0,0,5
Graduation,Single,58710.0,0,1,77,440,81,368,0,122,174,6,11,5,9,6,0,0,0,0,0,0,0,455,1,44,31-45,1185,1011,1,1,0,0,25
Graduation,Single,45160.0,1,1,9,8,2,5,3,0,3,1,1,0,2,7,0,0,0,0,0,0,0,92,0,56,46-60,21,18,2,1,0,0,3
Master,Partner,74806.0,0,1,1,670,9,249,0,28,9,2,5,4,5,4,0,0,0,0,0,0,0,557,1,49,46-60,965,956,1,1,0,0,14
Graduation,Partner,59111.0,0,0,90,524,0,134,28,28,155,1,11,1,8,7,0,0,0,0,0,0,0,423,1,60,46-60,869,714,0,0,0,0,20
PhD,Partner,18988.0,1,0,43,6,0,6,2,1,1,2,1,0,3,7,0,0,0,0,0,0,0,37,0,30,18-30,16,15,1,1,0,0,4
Graduation,Partner,72190.0,0,0,79,597,166,597,172,166,249,1,5,6,4,3,0,0,0,0,0,0,0,501,1,49,46-60,1947,1698,0,0,0,0,15
Graduation,Partner,7500.0,1,0,19,7,0,12,13,7,32,5,4,1,2,9,1,0,0,0,0,0,1,697,1,38,31-45,71,39,1,1,1,1,7
Graduation,Partner,44794.0,0,1,99,54,0,7,0,0,4,1,2,0,3,6,0,0,0,0,0,0,0,21,0,48,46-60,65,61,1,1,0,0,5
Graduation,Partner,80395.0,0,0,62,445,25,706,80,76,48,1,6,5,12,2,0,0,0,1,0,0,0,218,0,59,46-60,1380,1332,0,0,1,1,23
Master,Single,75012.0,0,0,41,294,142,218,164,58,151,1,3,8,11,1,0,0,0,0,0,0,0,155,0,38,31-45,1027,876,0,0,0,0,22
Master,Partner,56962.0,2,1,60,292,3,77,10,3,26,7,6,3,5,7,0,0,0,0,0,0,0,261,0,49,46-60,411,385,3,1,0,0,14
Graduation,Partner,89891.0,0,0,17,412,22,132,59,28,183,1,11,6,8,4,0,0,1,0,0,0,0,440,1,23,18-30,836,653,0,0,1,1,25
PhD,Single,35946.0,1,1,24,8,0,3,0,0,0,1,0,0,3,5,0,0,0,0,0,0,0,275,0,65,61+,11,11,2,1,0,0,3
PhD,Partner,53593.0,1,1,60,349,4,78,6,0,43,8,7,2,6,8,0,0,0,0,0,0,0,691,1,61,61+,480,437,2,1,0,0,15
Graduation,Partner,66373.0,1,1,57,328,9,124,12,24,109,7,4,2,10,3,0,0,0,0,0,0,0,382,1,36,31-45,606,497,2,1,0,0,16
PhD,Single,45072.0,1,2,74,144,2,99,7,2,30,5,6,1,4,8,0,0,0,0,0,0,0,256,0,66,61+,284,254,3,1,0,0,11
Graduation,Single,89694.0,1,1,22,1126,28,211,37,28,42,3,4,3,4,5,0,1,1,1,0,0,0,263,0,41,31-45,1472,1430,2,1,3,1,11
Graduation,Partner,72025.0,0,0,46,967,0,617,43,50,0,1,4,8,13,2,0,1,1,1,0,0,1,61,0,65,61+,1677,1677,0,0,3,1,25
Graduation,Partner,67432.0,0,1,69,432,79,341,177,136,170,2,8,5,4,4,0,0,0,0,0,0,0,457,1,41,31-45,1335,1165,1,1,0,0,17
Master,Partner,70545.0,0,1,29,138,39,63,55,18,21,1,4,1,7,2,0,0,0,0,0,0,0,26,0,62,61+,334,313,1,1,0,0,12
Basic,Partner,17487.0,1,0,37,0,0,1,7,4,6,1,1,0,2,7,0,0,0,0,0,0,0,468,1,25,18-30,18,12,1,1,0,0,3
Graduation,Partner,62882.0,0,1,26,509,133,497,78,24,97,2,7,5,6,4,0,0,0,0,0,0,0,689,1,45,31-45,1338,1241,1,1,0,0,18
PhD,Single,64108.0,0,1,8,948,10,86,13,21,21,4,6,9,11,5,0,0,0,0,0,0,0,463,1,61,61+,1099,1078,1,1,0,0,26
Master,Partner,34941.0,1,1,26,39,2,25,4,3,24,2,3,0,3,8,0,0,0,0,0,0,0,480,1,58,46-60,97,73,2,1,0,0,6
PhD,Single,48767.0,1,2,79,28,1,21,3,0,10,3,2,1,3,5,0,0,0,0,0,0,0,179,0,64,61+,63,53,3,1,0,0,6
2n Cycle,Partner,38702.0,1,0,71,13,11,24,13,8,40,2,3,0,4,6,0,0,0,0,0,0,0,332,0,36,31-45,109,69,1,1,0,0,7
Graduation,Partner,82224.0,0,0,83,307,26,360,138,31,40,1,6,9,5,3,0,0,0,1,0,0,0,155,0,50,46-60,902,862,0,0,1,1,20
Graduation,Partner,83844.0,0,0,57,901,31,345,75,31,191,1,4,4,11,1,0,0,1,0,0,0,0,413,1,62,61+,1574,1383,0,0,1,1,19
2n Cycle,Partner,17003.0,1,0,37,2,5,12,4,8,7,3,2,0,4,5,0,0,0,0,0,0,0,202,0,39,31-45,38,31,1,1,0,0,6
Graduation,Single,71163.0,0,0,30,283,17,372,138,106,44,1,3,8,12,1,0,0,0,0,0,0,0,112,0,19,18-30,960,916,0,0,0,0,23
Graduation,Single,33697.0,1,0,34,4,3,7,0,3,11,1,1,0,2,7,1,0,0,0,0,0,0,287,0,44,31-45,28,17,1,1,1,1,3
2n Cycle,Partner,63564.0,0,0,0,769,80,252,15,34,65,1,10,10,7,6,1,0,0,0,0,0,1,151,0,60,46-60,1215,1150,0,0,1,1,27
PhD,Partner,83443.0,0,0,89,518,42,742,55,56,84,1,6,10,5,2,0,0,0,0,0,0,0,180,0,42,31-45,1497,1413,0,0,0,0,21
PhD,Partner,51518.0,0,1,92,350,8,66,17,4,4,2,3,2,10,3,0,0,0,0,0,0,0,269,0,56,46-60,449,445,1,1,0,0,15
Graduation,Single,58330.0,0,1,87,445,53,213,104,98,151,1,6,4,13,4,0,0,0,0,0,0,0,186,0,39,31-45,1064,913,1,1,0,0,23
Graduation,Partner,80952.0,0,0,20,778,178,689,41,27,44,1,8,5,11,8,0,1,1,1,0,0,1,486,1,45,31-45,1757,1713,0,0,3,1,24
Graduation,Partner,75507.0,0,0,56,709,93,374,104,80,80,1,8,6,6,3,0,0,0,0,0,0,0,58,0,35,31-45,1440,1360,0,0,0,0,20
2n Cycle,Partner,63855.0,0,0,28,359,35,314,93,116,89,1,7,3,13,4,0,0,0,0,0,0,0,505,1,36,31-45,1006,917,0,0,0,0,23
PhD,Partner,62220.0,0,1,55,799,12,375,16,12,12,5,7,6,5,6,0,0,0,0,0,0,1,687,1,42,31-45,1226,1214,1,1,0,0,18
Graduation,Partner,58512.0,0,1,25,895,10,101,13,0,152,5,3,4,8,8,0,0,0,0,0,0,0,283,0,50,46-60,1171,1019,1,1,0,0,15
Master,Partner,40662.0,1,0,0,40,2,23,0,4,23,2,2,1,3,4,0,0,0,0,0,0,0,471,1,35,31-45,92,69,1,1,0,0,6
PhD,Partner,38829.0,0,1,86,76,0,7,0,0,16,1,3,2,2,5,0,0,0,0,0,0,0,84,0,55,46-60,99,83,1,1,0,0,7
2n Cycle,Partner,35523.0,1,0,8,11,5,22,12,5,11,2,3,0,3,7,0,0,0,0,0,0,0,269,0,33,31-45,66,55,1,1,0,0,6
Graduation,Single,79146.0,1,1,33,245,16,223,21,43,16,2,8,1,8,6,0,0,0,0,0,0,0,66,0,47,46-60,564,548,2,1,0,0,17
Master,Partner,78285.0,0,0,13,647,107,391,175,67,40,1,6,4,10,3,0,0,0,0,0,0,0,244,0,26,18-30,1427,1387,0,0,0,0,20
PhD,Single,31626.0,1,0,12,39,1,9,2,1,34,1,2,1,2,7,1,0,0,0,0,0,1,415,1,36,31-45,86,52,1,1,1,1,5
Graduation,Single,75127.0,0,0,92,203,35,305,46,17,227,1,2,11,5,1,0,0,0,0,0,0,0,38,0,62,61+,833,606,0,0,0,0,18
Graduation,Partner,48726.0,0,1,90,138,3,38,4,0,59,3,3,2,4,6,0,0,0,0,0,0,0,428,1,59,46-60,242,183,1,1,0,0,9
Graduation,Partner,74985.0,0,0,8,587,51,898,247,0,86,1,3,6,7,2,0,0,0,0,0,0,0,656,1,37,31-45,1869,1783,0,0,0,0,16
Graduation,Partner,67430.0,0,0,6,595,97,291,127,133,121,1,11,5,12,6,0,0,0,0,0,0,0,662,1,27,18-30,1364,1243,0,0,0,0,28
2n Cycle,Partner,46891.0,0,1,91,43,12,23,29,15,61,1,2,1,4,4,0,0,0,0,0,0,0,301,0,49,46-60,183,122,1,1,0,0,7
Master,Partner,62058.0,0,1,52,301,7,74,10,0,58,4,6,1,7,6,0,0,0,0,0,0,0,399,1,58,46-60,450,392,1,1,0,0,14
Graduation,Partner,72063.0,0,1,3,180,32,348,76,32,90,2,5,2,12,2,0,0,0,0,0,0,0,361,0,35,31-45,758,668,1,1,0,0,19
PhD,Partner,78939.0,0,0,57,794,115,243,150,0,205,1,8,5,6,3,0,0,0,0,0,0,0,199,0,63,61+,1507,1302,0,0,0,0,19
Graduation,Single,42720.0,1,1,9,392,5,91,28,26,112,8,7,3,7,8,0,0,0,0,0,0,1,431,1,49,46-60,654,542,2,1,0,0,17
Graduation,Partner,33622.0,1,1,22,39,1,22,3,4,12,3,2,0,4,7,0,0,0,0,0,0,0,442,1,42,31-45,81,69,2,1,0,0,6
PhD,Partner,6835.0,0,1,76,107,2,12,2,2,12,0,0,0,1,20,0,0,0,0,0,0,0,568,1,57,46-60,137,125,1,1,0,0,1
Graduation,Partner,41452.0,1,1,86,13,0,3,0,0,0,1,1,0,2,7,0,0,0,0,0,0,0,480,1,61,61+,16,16,2,1,0,0,3
PhD,Single,40760.0,0,1,64,70,0,17,0,0,6,2,2,1,3,6,0,0,0,0,0,0,0,303,0,49,46-60,93,87,1,1,0,0,6
PhD,Partner,74250.0,0,0,90,680,11,392,75,0,0,1,2,11,4,1,0,0,0,0,0,0,0,154,0,56,46-60,1158,1158,0,0,0,0,17
Master,Single,51124.0,1,1,79,26,1,11,0,1,4,2,1,0,3,3,0,0,0,0,0,0,0,193,0,59,46-60,43,39,2,1,0,0,4
Graduation,Single,72258.0,0,1,28,522,0,522,227,120,134,2,6,9,5,2,0,0,0,0,0,0,0,290,0,43,31-45,1525,1391,1,1,0,0,20
PhD,Single,71466.0,0,0,86,412,12,546,78,182,0,1,4,4,10,1,0,0,0,0,0,0,0,85,0,40,31-45,1230,1230,0,0,0,0,18
Graduation,Partner,36283.0,1,1,42,6,5,5,8,0,5,2,1,0,3,4,0,0,0,0,0,0,0,76,0,38,31-45,29,24,2,1,0,0,4
Graduation,Single,20587.0,1,0,39,2,3,6,4,1,9,1,1,1,2,7,0,0,0,0,0,0,0,49,0,44,31-45,25,16,1,1,0,0,4
Graduation,Partner,30467.0,1,0,8,1,3,8,2,5,5,1,1,0,2,7,0,0,0,0,0,0,0,102,0,42,31-45,24,19,1,1,0,0,3
Graduation,Partner,31590.0,1,0,40,6,2,15,6,6,3,1,1,0,3,8,0,0,0,0,0,0,0,376,1,42,31-45,38,35,1,1,0,0,4
Basic,Partner,20425.0,1,0,5,4,12,5,3,16,17,2,2,0,3,7,0,0,0,0,0,0,0,608,1,28,18-30,57,40,1,1,0,0,5
Master,Partner,17144.0,1,1,96,18,2,19,0,2,6,5,3,0,4,7,0,0,0,0,0,0,0,134,0,54,46-60,47,41,2,1,0,0,7
PhD,Single,42564.0,0,1,28,324,48,186,39,18,198,6,6,8,4,7,1,0,0,0,0,0,1,543,1,46,46-60,813,615,1,1,1,1,18
Master,Partner,43783.0,1,0,22,327,9,125,25,4,139,6,7,1,8,7,1,0,0,0,0,0,0,31,0,36,31-45,629,490,1,1,1,1,16
Graduation,Single,40780.0,0,1,30,229,27,71,13,3,34,4,7,1,5,9,0,0,0,0,0,0,0,659,1,38,31-45,377,343,1,1,0,0,13
Master,Partner,62847.0,0,0,45,521,168,706,80,76,61,1,3,6,4,2,0,0,0,0,0,0,0,530,1,69,61+,1612,1551,0,0,0,0,13
PhD,Partner,82017.0,0,0,58,184,23,446,30,23,23,1,5,4,7,2,0,1,1,1,0,0,1,599,1,57,46-60,729,706,0,0,3,1,16
Graduation,Single,16813.0,0,0,49,4,8,11,12,2,13,1,2,0,3,7,1,0,0,0,0,0,0,345,0,64,61+,50,37,0,0,1,1,5
Graduation,Partner,51267.0,1,1,37,183,2,64,7,2,12,4,3,3,5,4,0,0,0,0,0,0,0,243,0,36,31-45,270,258,2,1,0,0,11
Graduation,Single,46524.0,0,1,70,31,19,35,26,14,52,2,1,1,5,3,0,0,0,0,0,0,0,450,1,53,46-60,177,125,1,1,0,0,7
Master,Single,45183.0,0,0,33,219,3,60,12,9,12,1,4,1,7,7,0,1,0,0,0,0,0,525,1,52,46-60,315,303,0,0,1,1,12
PhD,Partner,70421.0,0,1,98,479,28,136,75,14,35,3,10,3,7,6,0,0,0,0,0,0,0,1,0,60,46-60,767,732,1,1,0,0,20
2n Cycle,Single,60161.0,0,1,17,584,44,212,46,8,177,3,11,4,8,8,0,0,0,0,0,0,0,614,1,49,46-60,1071,894,1,1,0,0,23
Graduation,Partner,73926.0,0,0,54,627,91,597,159,91,15,1,6,5,12,3,0,0,0,0,0,0,0,484,1,41,31-45,1580,1565,0,0,0,0,23
Graduation,Partner,19329.0,1,0,39,24,1,16,12,2,5,3,4,0,3,8,0,0,0,0,0,0,0,197,0,46,46-60,60,55,1,1,0,0,7
Master,Partner,61872.0,0,1,81,330,5,159,36,27,16,4,4,4,9,4,0,0,0,0,0,0,0,198,0,44,31-45,573,557,1,1,0,0,17
Graduation,Single,46984.0,1,1,71,19,1,10,2,1,8,1,1,0,3,5,0,0,0,0,0,0,0,460,1,58,46-60,41,33,2,1,0,0,4
Graduation,Partner,34838.0,1,1,62,28,23,29,29,14,47,3,2,1,4,6,0,0,0,0,0,0,0,526,1,63,61+,170,123,2,1,0,0,7
PhD,Single,82716.0,0,0,8,606,148,228,15,148,22,1,6,8,13,2,0,0,0,0,0,0,0,236,0,70,61+,1167,1145,0,0,0,0,27
Graduation,Partner,48192.0,0,0,76,1039,43,204,153,58,29,3,2,8,12,8,0,1,0,1,1,0,1,449,1,56,46-60,1526,1497,0,0,3,1,22
Master,Partner,49681.0,0,2,66,411,0,26,0,0,21,6,7,1,7,7,0,0,0,0,0,0,0,237,0,38,31-45,458,437,2,1,0,0,15
Master,Partner,56850.0,0,1,83,34,1,19,2,7,0,1,1,1,3,2,0,0,0,0,0,0,0,98,0,43,31-45,63,63,1,1,0,0,5
Graduation,Partner,55267.0,0,1,28,161,28,136,32,3,45,4,3,4,6,3,0,0,0,0,0,0,0,251,0,57,46-60,405,360,1,1,0,0,13
Graduation,Partner,59666.0,1,1,87,623,53,178,23,17,133,7,3,2,8,8,0,1,0,0,0,0,0,464,1,42,31-45,1027,894,2,1,1,1,13
Graduation,Single,72504.0,0,1,43,604,26,470,123,161,94,2,5,9,6,2,0,0,0,0,0,0,0,449,1,42,31-45,1478,1384,1,1,0,0,20
Graduation,Partner,26872.0,0,0,0,3,10,8,3,16,32,1,1,1,2,6,0,0,0,0,0,0,0,256,0,33,31-45,72,40,0,0,0,0,4
Graduation,Single,21359.0,1,0,1,12,2,17,6,1,10,2,2,0,3,8,0,0,0,0,0,0,1,435,1,42,31-45,48,38,1,1,0,0,5
Graduation,Single,73170.0,0,0,1,184,174,256,50,30,32,1,5,4,6,2,0,0,0,0,0,0,0,29,0,39,31-45,726,694,0,0,0,0,15
Master,Partner,52750.0,0,1,72,393,0,239,90,69,69,6,5,7,9,4,0,0,0,0,0,0,0,510,1,59,46-60,860,791,1,1,0,0,21
PhD,Partner,91820.0,0,0,72,410,73,747,76,161,30,0,5,5,12,1,0,0,0,0,0,0,0,218,0,28,18-30,1497,1467,0,0,0,0,22
PhD,Partner,65968.0,0,1,12,376,9,83,19,4,4,2,5,4,7,3,0,0,0,0,0,0,0,48,0,44,31-45,495,491,1,1,0,0,16
Graduation,Partner,30772.0,1,1,89,7,2,4,2,1,4,1,1,0,2,6,0,0,0,0,0,0,0,109,0,38,31-45,20,16,2,1,0,0,3
Graduation,Single,22507.0,0,0,67,68,0,226,51,157,68,3,10,2,4,9,0,0,0,0,0,0,0,582,1,60,46-60,570,502,0,0,0,0,16
Graduation,Partner,65685.0,0,1,54,642,14,49,0,7,57,1,9,2,9,5,0,0,0,0,0,0,0,92,0,42,31-45,769,712,1,1,0,0,20
2n Cycle,Partner,25804.0,1,0,34,8,7,9,13,6,12,2,2,0,3,8,0,0,0,0,0,0,0,301,0,36,31-45,55,43,1,1,0,0,5
PhD,Single,76412.0,0,0,15,840,53,804,23,71,17,1,5,4,8,3,0,0,1,1,0,0,1,420,1,34,31-45,1808,1791,0,0,2,1,17
Graduation,Partner,22063.0,1,0,43,7,10,13,3,11,11,2,2,0,3,7,0,0,0,0,0,0,0,325,0,42,31-45,55,44,1,1,0,0,5
Graduation,Single,57091.0,0,0,0,464,5,64,7,0,37,1,7,3,7,5,0,0,0,0,1,0,1,14,0,53,46-60,577,540,0,0,1,1,17
Graduation,Partner,22419.0,0,0,74,30,3,47,19,21,42,1,3,2,2,8,0,0,0,0,0,0,0,437,1,51,46-60,162,120,0,0,0,0,7
Graduation,Partner,87771.0,0,1,61,1492,38,287,50,57,33,1,5,10,4,6,0,1,1,1,1,0,1,403,1,55,46-60,1957,1924,1,1,4,1,19
2n Cycle,Single,78353.0,0,1,51,752,122,476,39,153,34,1,10,2,11,8,0,0,0,0,0,0,0,439,1,55,46-60,1576,1542,1,1,0,0,23
Graduation,Partner,93404.0,1,2,97,1279,15,287,20,0,15,3,3,4,7,5,0,1,1,0,0,0,0,418,1,60,46-60,1616,1601,3,1,2,1,14
Graduation,Single,37859.0,1,2,75,22,1,8,2,1,2,2,1,0,3,8,0,0,0,0,0,0,0,533,1,52,46-60,36,34,3,1,0,0,4
PhD,Single,80995.0,0,1,83,860,28,409,73,56,56,1,8,9,4,4,0,0,0,0,0,0,0,414,1,56,46-60,1482,1426,1,1,0,0,21
Graduation,Partner,16529.0,1,0,23,3,0,5,13,0,1,1,1,0,3,6,0,0,0,0,0,0,0,120,0,30,18-30,22,21,1,1,0,0,4
PhD,Single,55412.0,1,1,65,10,5,28,11,1,8,1,2,0,3,5,0,0,0,0,0,0,0,219,0,38,31-45,63,55,2,1,0,0,5
Graduation,Single,48789.0,0,0,94,351,16,156,7,5,145,1,6,4,7,6,0,0,0,0,0,0,0,657,1,22,18-30,680,535,0,0,0,0,17
PhD,Partner,56575.0,0,2,42,421,5,90,0,16,10,3,7,3,7,5,0,0,0,0,0,0,0,420,1,47,46-60,542,532,2,1,0,0,17
